"Name","Team","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","H","ISO","BABIP","BB%","K%","Bat","PA","playerid"
"Carlos Gomez","- - -","35.0 %","67.1 %","50.8 %","59.4 %","86.6 %","77.2 %","49.4 %","65.4 %","11.6 %","322",".102",".310","5.1 %","22.0 %","-52.7","1420","4881"
"Jason Tyner","- - -","23.3 %","61.1 %","44.3 %","73.8 %","95.6 %","90.5 %","55.5 %","36.6 %","4.2 %","373",".049",".303","4.6 %","9.3 %","-58.0","1467","1232"
"John Flaherty","- - -","24.3 %","73.4 %","51.5 %","46.9 %","87.4 %","78.9 %","55.6 %","34.0 %","10.8 %","316",".129",".272","4.4 %","15.3 %","-58.3","1375","1206"
"Abraham Nunez","- - -","21.4 %","70.8 %","47.5 %","61.8 %","89.5 %","83.6 %","52.9 %","49.4 %","7.7 %","525",".075",".289","8.7 %","15.4 %","-105.2","2391","1420"
"Einar Diaz","- - -","24.2 %","64.6 %","46.7 %","64.1 %","94.4 %","87.5 %","55.7 %","34.4 %","5.9 %","401",".094",".265","4.0 %","8.7 %","-76.7","1766","378"
"Neifi Perez","- - -","23.2 %","72.9 %","51.8 %","73.7 %","93.4 %","89.7 %","57.4 %","40.5 %","5.4 %","902",".101",".279","3.9 %","8.9 %","-201.2","3676","620"
"Adam Everett","- - -","26.2 %","64.7 %","46.9 %","59.8 %","90.5 %","82.6 %","53.8 %","62.3 %","8.2 %","655",".105",".275","5.6 %","14.7 %","-131.8","3003","1430"
"Doug Glanville","- - -","23.9 %","67.9 %","48.7 %","57.8 %","88.0 %","81.5 %","56.4 %","24.6 %","8.9 %","545",".097",".281","4.0 %","12.1 %","-104.8","2256","956"
"Matt Treanor","- - -","22.7 %","62.6 %","43.5 %","56.5 %","87.0 %","79.4 %","51.9 %","61.3 %","8.9 %","221",".083",".272","8.9 %","18.2 %","-48.2","1118","2265"
"Mike Matheny","- - -","25.2 %","72.7 %","51.0 %","54.0 %","86.5 %","79.2 %","54.5 %","43.6 %","10.4 %","619",".107",".285","7.0 %","17.9 %","-127.1","2830","1169"
"Henry Blanco","- - -","25.2 %","68.2 %","47.4 %","60.3 %","87.4 %","80.4 %","51.6 %","43.5 %","9.2 %","496",".134",".255","7.8 %","17.6 %","-112.8","2450","81"
"Ronny Cedeno","- - -","34.2 %","68.0 %","51.8 %","67.2 %","88.1 %","81.5 %","52.1 %","61.0 %","9.5 %","419",".112",".293","4.6 %","19.6 %","-86.4","1855","2179"
"Chad Moeller","- - -","26.8 %","72.5 %","49.7 %","52.4 %","82.0 %","74.0 %","50.0 %","51.3 %","12.8 %","315",".126",".275","7.0 %","21.5 %","-77.7","1539","66"
"Rey Sanchez","- - -","20.6 %","75.0 %","51.7 %","61.2 %","94.2 %","88.6 %","57.2 %","30.3 %","5.9 %","562",".055",".295","4.0 %","9.1 %","-114.6","2244","213"
"Andy Fox","- - -","19.3 %","68.4 %","45.8 %","41.3 %","86.1 %","77.4 %","53.8 %","36.0 %","10.3 %","208",".087",".277","8.9 %","20.2 %","-48.0","1051","1379"
"Gary Bennett","- - -","21.0 %","68.8 %","46.5 %","61.4 %","91.1 %","84.8 %","53.4 %","49.7 %","7.0 %","371",".089",".269","7.4 %","14.3 %","-86.6","1726","420"
"Peter Bergeron","Expos","25.2 %","58.0 %","40.0 %","62.7 %","79.7 %","73.8 %","45.0 %","9.2 %","10.5 %","238",".084",".286","9.2 %","20.6 %","-68.2","1201","763"
"Tomas Perez","- - -","29.8 %","72.4 %","52.8 %","60.2 %","86.4 %","79.6 %","54.0 %","46.6 %","10.7 %","332",".113",".283","5.8 %","17.6 %","-73.1","1491","965"
"Joe McEwing","- - -","24.2 %","66.1 %","47.0 %","55.4 %","87.7 %","80.1 %","54.5 %","36.3 %","9.3 %","298",".097",".292","5.2 %","19.2 %","-63.5","1366","887"
"Cesar Izturis","- - -","24.1 %","65.2 %","46.9 %","76.8 %","94.8 %","90.7 %","55.5 %","59.6 %","4.4 %","1030",".067",".279","4.9 %","9.1 %","-202.3","4331","656"
"Jose Molina","- - -","32.8 %","73.9 %","54.6 %","59.6 %","82.6 %","76.1 %","53.1 %","65.7 %","13.0 %","377",".101",".285","4.6 %","20.0 %","-83.9","1749","25"
"Paul Bako","- - -","24.9 %","68.3 %","46.9 %","41.2 %","85.2 %","73.7 %","50.8 %","47.6 %","12.3 %","370",".087",".288","9.7 %","23.8 %","-105.6","1891","676"
"Enrique Wilson","- - -","16.1 %","69.2 %","45.4 %","72.2 %","91.1 %","88.1 %","55.2 %","31.4 %","5.5 %","222",".110",".242","5.7 %","11.2 %","-59.1","1057","858"
"Juan Castro","- - -","26.2 %","70.3 %","50.7 %","63.9 %","88.2 %","82.6 %","55.6 %","50.9 %","8.8 %","516",".105",".270","4.9 %","16.2 %","-134.1","2352","315"
"John McDonald","- - -","26.1 %","65.0 %","47.7 %","66.4 %","92.0 %","85.8 %","55.6 %","65.9 %","6.8 %","439",".090",".270","4.0 %","14.1 %","-107.9","2004","395"
"Rey Ordonez","- - -","22.5 %","70.7 %","51.0 %","59.3 %","91.2 %","85.5 %","59.3 %","31.4 %","7.4 %","303",".084",".268","5.9 %","9.7 %","-72.4","1350","889"
"Jeff Mathis","Angels","29.7 %","67.3 %","48.2 %","46.4 %","81.8 %","70.7 %","49.2 %","62.7 %","13.9 %","190",".112",".254","7.4 %","26.5 %","-64.2","1079","3448"
